Institution_ID,Institution_Name,Institution_Address,Institution_City,Institution_State,Institution_Zip,
225821,Staten Island University Hospital Dental General Practice Residency 12 Months,475 Seaview Avenue,Staten Island,NY,10305,
225830,Staten Island University Hospital Dental General Practice Residency 24 Months,475 Seaview Avenue,Staten Island,NY,10305,
148140,Staunton School of Cosmetology,128 E Beverley St,Staunton,VA,24401,
136923,Stautzenberger College,1796 Indian Wood Circle,Maumee,OH,43537,
238971,Steamfitter's Local Union 420 Training Center,"14420 Townsend Road, Suite C",Philadelphia,PA,19154,
179946,Stella Adler Studio of Acting,"31 West 27th Street, Third Floor",New York,NY,10001,
229762,"Stella and Charles Guttman Community College of the City University of New York, The",50 West 40th Street,New York,NY,10018,
231703,StenoTech Career Institute - Piscataway,262-A Old New Brunswick Road,Piscataway,NJ,8854,
110468,Stenotype Institute of Jacksonville Inc,"3563 Phillips Highway, Building E, Suite 501",Jacksonville,FL,32207-2819,
146108,Stephen F Austin State University,1936 North St,Nacogdoches,TX,75962,
126298,Stephens College,1200 E Broadway,Columbia,MO,65215,
162706,Stephenville Beauty College,951 S Lillian St,Stephenville,TX,76401,
117256,Sterling College,125 W. Cooper,Sterling,KS,67579,
147244,Sterling College,16 Sterling Drive,Craftsbury Common,VT,5827,
178642,Sterling Health Center,15070 Beltwood Parkway,Addison,TX,75001,
110477,Stetson University,421 N Woodland Blvd,DeLand,FL,32723,
162131,Steuben-Allegany BOCES,One Vocational Dr Coopers Education Center,Painted Post,NY,14870-9518,
113573,Steven Papageorge Hair Academy,1113-15 West Belmont Avenue,Chicago,IL,60657,
126012,Stevens Institute of Business & Arts,1521 Washington Avenue,Saint Louis,MO,63103,
128762,Stevens Institute of Technology,Castle Point On Hudson,Hoboken,NJ,07030-5991,
146977,Stevens-Henager College-Ogden,1890 South 1350 West,West Haven,UT,84401,
120485,Stevenson University,1525 Greenspring Valley Rd,Stevenson,MD,21153-0641,
119216,Stevenson's Academy of Hair Design,401 Opelousas Avenue,New Orleans,LA,70114,
119225,Stevenson's Academy of Hair Design,2039 Lapeyrouse Street,New Orleans,LA,70174,
143048,Stewart School,604 N. West Ave.,Sioux Falls,SD,57104,
100672,Stillman College,3601 Stillman Boulevard,Tuscaloosa,AL,35403,
191700,Stillwater Beauty Academy,1684 Cimarron Plaza,Stillwater,OK,74075,
161323,Stillwater School of Cosmetology,132 South Main,Stillwater,OK,74074,
128771,Stockton University,101 Vera King Farris Dr.,Galloway,NJ,08205-9441,
108579,Stone Academy - Hamden,560 Saw Mill Road,West Haven,CT,6516,
154262,Stone Child College,Upper Bonneau Road,Box Elder,MT,59521-9796,
121929,Stonehill College,320 Washington Street,Easton,MA,02357-6110,
166221,Strand College of Hair Design,423 79th Ave N,Myrtle Beach,SC,29572,
167701,Stratford University,7777 Leesburg Pike,Falls Church,VA,22043-2403,
108968,Strayer University,1133 15th St NW,Washington,DC,20005,
141459,Stroudsburg School of Cosmetology,100 North 8th St,Stroudsburg,PA,18360-1720,
238847,Studio Art Centers International,"50 Broad Street, Suite 1617",New York,NY,10004,
235459,Studio Beauty School,2824 North Monroe Street,Spokane,WA,99205,
231518,Studio Incamminati,"340 North 12th Street, Suite 400",Philadelphia,PA,19107,
164809,Studio Jewelers,32 E 31 St,New York,NY,10016-4112,
237224,Study Group: Higher Education North America,"330 7th Ave, 2nd Floor",New York,NY,10001,
164252,Styles and Profiles Beauty College,119 S Second St,Selmer,TN,38375,
219897,Styles Barber College LLC,"5252 Hickory Hollow Parkway, Suite 1001",Antioch,TN,37013,
142443,"Styletrends Barber & Hairstyling Academy, Inc.",239 Hampton Street,Rock Hill,SC,,
189848,Submarine Learning Center,"P.O. Box 5029, Naval Submarine Base",Groton,CT,6349,
132240,Suburban Technical School,175 Fulton Ave,Hempstead,NY,11550-3718,
238272,Success Education Colleges ? Nevada Career Institute,3231 North Decatur Boulevard,Las Vegas,NV,89130,
178208,Success Healthcare/St. Alexius Hospital,3547 South Jefferson Avenue,St. Louis,MO,63118-3999,
189857,Success Schools - Merrillville,8101 Polo Club Drive,Merrillville,IN,46410,
147466,Suffolk Beauty Academy,860 Portsmouth Blvd,Suffolk,VA,23434-3020,
154280,Suffolk County Community College,533 College Road,Selden,NY,11784-2899,
121938,Suffolk University,73 Tremont Street,Boston,MA,2108,
146153,Sul Ross State University,400 North Harrison,Alpine,TX,79832,
232247,Sullivan and Cogliano Training Centers,4724 NW 167th Street,Miami,FL,33014,
117803,Sullivan College of Technology and Design,3901 Atkinson Square Dr,Louisville,KY,40218,
165343,Sullivan County BOCES,6 Wierk Avenue,Liberty,NY,12754,
132268,Sullivan County Community College,112 College Road,Loch Sheldrake,NY,12759-5151,
118143,Sullivan University,3101 Bardstown Rd,Louisville,KY,40205-3013,
183965,SUM Bible College & Theological Seminary,735 105th Ave,Oakland,CA,94603,
231077,Summa Health System,525 East Market Street,Arkon,OH,44309,
211963,Summa Health System - Division of Dentistry General Practice Residency 12 Months,525 East Market Streeet,Akron,OH,44304,
227960,Summers County High School,One Bobcat Dr.,Hinton,WV,25951,
124399,Summit Academy Opportunities Industrialization Center,935 Olson Memorial Hwy,Minneapolis,MN,55405,
233754,Summit Christian College,2025 21st Street,Gering,NE,69341,
158893,Summit College,851 South Cooley Drive,Colton,CA,92324,
177931,Summit Montessori Teacher Training Institute,5451 SW 64th Ave.,Davie,FL,33314,
212106,Summit Salon & Beauty School,110 West Midland Avenue,Woodland Park,CO,80863,
213136,Summit Salon Academy,"4802 Gunn Highway, Ste 144",Tampa,FL,33624,
213279,Summit Salon Academy,116 West South Boundary Street,Perrysburg,OH,43551,
214458,Summit Salon Academy,"3702 South Fife Street, B102",Tacoma,WA,98409,
212504,Summit Salon Academy - Gainesville,"6915 NW 4th Boulevard, Suite B",Gainesville,FL,32607,
117672,Summit Salon Academy - Lexington,"1300 New Circle Road, Suite 110",Lexington,KY,40505-1776,
138053,Sumner College,"15115 SW Sequoia Pkwy., Suite 200",Portland,OR,97224,
142683,Sumter Beauty College,921 Carolina Ave,Sumter,SC,29150-2871,
175351,SUN Area Career and Technology Center,21st Century Drive and 815 Market Street,New Berlin,PA,17855-0527,
159285,Sunbridge College,285 Hungry Hollow Rd,Spring Valley,NY,10977,
238236,Suncoast College of Health,"6513 14th Street West, #103",Brandenton,FL,34207,
110501,Suncoast II the Tampa Bay School of Massage Therapy LLC,2005 Pan Am Circle Suite 100,Tampa,FL,33607,
110352,Suncoast Technical College,4748 Beneva Rd,Sarasota,FL,34233,
238050,Suncoast Technical Education Center,4057 California Street,Brooksville,FL,34604,
188438,Sunnyside Beauty Academy,"440 Barnard Boulevard, Suite # 5",Sunnyside,WA,98944,
176132,Sunnyvale - Cupertino Adult & Community Education,591 W. Fremont Avenue,Sunnyvale,CA,94087,
197443,Sunset Park Mental Health Center,514 49th Street,Brooklyn,NY,11220,
153436,Sunstate Academy,2040 Colonial Blvd. Ste 100,Fort Myers,FL,33907,
155663,Sunstate Academy,2525 Drew St,Clearwater,FL,33765-2702,
179210,SUNY -  Educational Opportunity Center,465 Washington Street,Buffalo,NY,14203,
132338,SUNY at Albany,1400 Washington Avenue,Albany,NY,12222,
132347,SUNY at Binghamton,P.O. Box 6000,Binghamton,NY,13902-6000,
132356,SUNY at Buffalo,501 Capen Hall,Buffalo,NY,14260-1660,
132426,SUNY at Fredonia,280 Central Ave,Fredonia,NY,14063-1136,
129631,SUNY Broome Community College,"Upper Front Street, P.O. Box 1017",Binghamton,NY,13902-1017,
227100,SUNY Buffalo School of Dental Medicine,3435 Main Street #32,Buffalo,NY,14214-3008,
132408,SUNY Buffalo State,1300 Elmwood Ave,Buffalo,NY,14222,
132392,SUNY College at Brockport,350 New Campus Dr,Brockport,NY,14420-2915,
132417,SUNY College at Cortland,PO Box 2000,Cortland,NY,13045-0900,
132435,SUNY College at Geneseo,1 College Circle,Geneseo,NY,14454-1465,
132444,SUNY College at New Paltz,1 Hawk Drive,New Paltz,NY,12561,
132505,SUNY College at Old Westbury,P. O. Box 210,Old Westbury,NY,11568-0210,
132462,SUNY College at Oswego,7060 State Route 104,Oswego,NY,13126,
132514,SUNY College at Plattsburgh,101 Broad Street,Plattsburgh,NY,12901,
132329,SUNY College of Agriculture & Technology at Morrisville,P.O.  Box 901,Morrisville,NY,13408,
132301,SUNY College of Agriculture and Technology at Cobleskill,KH202,Cobleskill,NY,12043,
132374,SUNY College of Environmental Science and Forestry,One Forestry Dr,Syracuse,NY,13210-2778,
132499,SUNY College of Optometry,33 West 42nd Street,New York,NY,10036-8003,
132277,SUNY College of Technology at Alfred,Huntington Administration Building,Alfred,NY,14802,
132286,SUNY College of Technology at Canton,34 Cornell Dr,Canton,NY,13617-1098,
132295,SUNY College of Technology at Delhi,454 Delhi Drive,Delhi,NY,13753-1100,
130891,SUNY Downstate Medical Center,339 Hicks Street,Brooklyn,NY,11201,
183530,SUNY Downstate Medical Center,450 Clarkson Avenue,Brooklyn,NY,11203,
132532,SUNY Empire State College,1 Union Ave,Saratoga Springs,NY,12866-4391,
132310,SUNY Farmingdale,2350 Broadhollow Road,Farmingdale,NY,11735-1021,
132541,SUNY Maritime College,6 Pennyfield Ave,Bronx,NY,10465-4198,
132453,SUNY Oneonta,Ravine Parkway,Oneonta,NY,13820-4015,
132383,SUNY Polytechnic Institute,100 Seymour Road,Utica,NY,13502,
132471,SUNY Potsdam,44 Pierrepont Ave,Potsdam,NY,13676-2294,
132480,SUNY Purchase,735 Anderson Hill Road,Purchase,NY,10577-1400,
132365,SUNY Stony Brook,100 Nicolls Road,Stony Brook,NY,11794-1401,
132550,SUNY Upstate Medical University,750 E Adams St,Syracuse,NY,13210,
228051,"Super Hair's Beauty Academy, Inc.",1061 West Broad Street,Fairfax,VA,22046,
195173,Superior Court of the District of Columbia,409 E Street NW,Washington,DC,20001,
134255,Surry Community College,630 S. Main St.,Dobson,NC,27017-8432,
189875,Susquehanna County Career and Technology,"Box 100, Schoolhouse Road",Dimock,PA,18816,
206659,Susquehanna Health System Williamsport Hospital & Medical Center,777 Rural Ave,Williamsport,PA,17701-3109,
141468,Susquehanna University,514 University Ave,Selinsgrove,PA,17870-1025,
152327,Sussex County Community College,One College Hill,Newton,NJ,07860-9937,
218432,Sutter Beauty College,651 North Palora Avenue,Yuba City,CA,95991,
206668,Sutter Medical Center - Sacramento,2800 L St #650,Sacramento,CA,95816-5616,
111771,Swainsboro Technical College,346 Kite Rd,Swainsboro,GA,30401,
141477,Swarthmore College,500 College Ave,Swarthmore,PA,19081,
114345,Swedish American Hospital,1401 E. State St.,Rockford,IL,61104,
206677,Swedish Health Services,747 Broadway,Seattle,WA,92122-4307,
132569,Swedish Institute,"226 W 26th Street,  5th Floor",New York,NY,10001-6700,
239859,Swedish Institute a College of Health Science,226 West 26th Street,New York,NY,10001,
148159,Sweet Briar College,134 Chapel Drive,Sweet Briar,VA,24595-9998,
176141,Sweetwater Union High School District - Adult Education,461 Moss Street,Chula Vista,CA,91911,
147952,Sylvain Melloul International Hair Academy,"3405 Candlers Mountain Road, #G-360",Lynchburg,VA,24502,
158459,Sylvia's International School of Beauty,434 Parker Rd,Houston,TX,77091,
217581,"Symbol Job Training, Inc.",8106 N Ridgeway Ave,Skokie,IL,60076,
210915,Synergy Healing Arts Center,13593 Monterey Lane,Blue Ridge Summit,PA,17214,
162122,Syracuse Central Technical Vocation Center,573 East Genesee Street,Syracuse,NY,13202,
132578,Syracuse University,"Crouse Hinds Hall, Suite 600",Syracuse,NY,13244-2130,
197993,Syracuse VA Medical Center,800 Irving Avenue,Syracuse,NY,13210,
190309,T.A. Lawson State Community College,"3060 Wilson Road, S.W.",Birmingham,AL,35221,
117274,Tabor College,400 S Jefferson,Hillsboro,KS,67063-1799,
229504,Tacoma Bible College,106 South 28th Street,Tacoma,WA,98402,
149107,Tacoma Community College,6501 S 19th Street,Tacoma,WA,98466-6100,
106829,Taft College,29 Emmons Park Drive,Taft,CA,93268,
192129,Taft Law School,3700 South Susan Street Office 200,Santa Ana,CA,92704,
123411,Takoda Institute of Higher Education a Division of American Indian OIC,1845 E. Franklin Ave,Minneapolis,MN,55404-2221,
240392,Talbert House Executive Office,2600 Victory Parkway,Cincinnati,OH,45206,
200235,TALK International,"3501 S. University Drive, Suite 3",Davie,FL,33328,
100681,Talladega College,627 W Battle St,Talladega,AL,35160,
110529,Tallahassee Community College,444 Appleyard Dr,Tallahassee,FL,32304-2895,
110538,Talmudic College of Florida,4000 Alton Road,Miami Beach,FL,33140,
128799,Talmudical Academy - New Jersey,"868 Route 524, Box 7",Adelphia,NJ,7710,
132596,Talmudical Institute of Upstate New York,769 Park Ave,Rochester,NY,14607,
183743,Talmudical Seminary of Bobov,5120 New Utrecht Avenue,Brooklyn,NY,11219,
132587,Talmudical Seminary Oholei Torah,667 Eastern Pky,Brooklyn,NY,11213,
141495,Talmudical Yeshiva of Philadelphia,6063 Drexel Rd,Philadelphia,PA,19131,
216320,Tamalpais Adult School,375 Doherty Drive,Larkspur,CA,94939,
206686,Tampa General Hospital,PO Box 1289,Tampa,FL,33601,
235088,Tampa Language Center,"4815 E. Busch Boulevard, Suite 109-110",Tampa,FL,33617,
172893,Tap This Valley Works CET,"108 N. Jefferson Street,  Suite 303",Roanoke,VA,24016,
234155,Target International Student Center,1105 Commonwealth Ave,Boston,MA,2215,
177719,Target Training Center,50 South 21st St.,Kenilworth,NJ,7033,
146162,Tarleton State University,1333 W. Washington,Stephenville,TX,76402-0000,
146171,Tarrant County College District,1500 Houston St,Fort Worth,TX,76102-6599,
231536,Tarzana Treatment Centers,18646 Oxnard St.,Tarzana,CA,91356,
225946,Taylor Andrews Academy,539 West University Parkway,Orem,UT,84058,
217280,Taylor Andrews Academy - St. George,"42 South River Road, Suite 2",St. George,UT,84790,
191162,Taylor Andrews Academy of Hair Design,9052 South 1510 West,West Jordan,UT,84088,
114354,Taylor Business Institute,"318 West Adams, Suite 500",Chicago,IL,60606,
132602,Taylor Business Institute,"23 West 17th Street, 7th Fl.",New York,NY,10011-5501,
210571,Taylor College,5190 SE 125th Street,Belleview,FL,34420,
110574,Taylor Technical Institute,3233 Hwy 19 S,Perry,FL,32348,
115621,Taylor University,236 W Reade Ave,Upland,IN,46989-1001,
210207,TCM International Institute,"6337 Hollister Dr., P.O. Box 24560",Indianapolis,IN,46224,
152682,TDDS Technical Institute,"1688 North Pricetown Road, Sr 534",Lake Milton,OH,44429,
192095,Teacher Education University,1079 West Morse Boulevard Suite B,Winter Park,FL,32789,
132611,Teachers College of Columbia University,525 W 120th Street,New York,NY,10027,
228228,Teachers College of San Joaquin,PO Box 213030,Stockton,CA,95213-9030,
159355,Technical Career Institute,"7757 West Flagler St, Suite 230",Miami,FL,33144,
132620,Technical Career Institutes,320 West 31st Street,New York,NY,10001,
142124,Technical College of the Lowcountry,921 Ribaut Road,Beaufort,SC,29901-1288,
164207,Technical Education Center-Osceola,501 Simpson Rd,Kissimmee,FL,34744,
186478,Technical Education College,2458 Waynoka Road,Colorado Springs,CO,80915,
233888,Technical Institute of America,"545 8th Avenue, 4th Floor",New York,NY,10018,
164881,Technical Institute of Camden County,343 Berlin-Cross Keys Road,Sicklerville,NJ,8081,
162414,Technical institute of Cosmetology Arts & Sciences,822 East 6th Street,Tulsa,OK,74120,
219444,Technology Center,"6000 Unity Drive, Suite K",Norcross,GA,30071,
237084,Technology Learning Center,11 Buffum Dam Road,Oxford,MA,1540,
203942,TechSkills - Brookfield,"400 N. Executive Drive, Suite 402",Brookfield,WI,53005,
204149,TechSkills - Charlotte,"4421 Stuart Andrew Blvd., Suite 100",Charlotte,NC,28217,
204006,TechSkills - Cincinnati,"4460 Carver Woods Dr., Suite 100",Cincinnati,OH,45242,
191940,TechSkills - Greensboro,4015 Meeting Way Suite 150,Greensboro,NC,27265,
204015,TechSkills - Independence,"6500 Rockside Rd, Suite 130",Independence,OH,44131,
203924,TechSkills - Las Vegas,"1050 E Flamingo Road, suite R180",Las Vegas,NV,89119,
203915,TechSkills - Lenexa,"16105 W. 113th St, Suite 101",Lenexa,KS,66219,
203933,TechSkills - Madison,5100 Eastpark Blvd. Suite 210,Madison,WI,53719,
211006,TechSkills - Memphis,3237 Players Club Parkway,Memphis,TN,38125,
203845,TechSkills - Nashville,"801 Royal Parkway, Suite 101",Nashville,TN,37214,
191959,TechSkills - Raleigh,5400 Trinity Road Suite 104,Raleigh,NC,27607,
185174,TechSkills - Sacramento,"1510 Arden Way, Suite 102",Sacramento,CA,95815,
191931,TechSkills - Salt Lake,756 E. Winchester Street Suite 195,Murray,UT,84107,
176150,Telachapi Adult School - Calif. Correctional Institution,24900 Hwy. 202,Tehachapi,CA,93561,
114363,Telshe Yeshiva - Chicago,3535 West Foster Ave.,Chicago,IL,60625,
154484,Temple Baptist Seminary,1906  Union Avenue,Chattanooga,TN,37404,
146180,Temple College,2600 S 1st St,Temple,TX,76504-7435,
141501,Temple University,1801 North Broad Street,Philadelphia,PA,19122-6096,
161581,Tennessee Academy of Cosmetology,"7041 Highway 64, Suite 101",Memphis,TN,38133,
162016,Tennessee Academy of Cosmetology - Memphis,7053 Winchester Road,Memphis,TN,38125,
228264,Tennessee Board of Regents,"1415 Murfreesboro Road, Suite 350",Nashville,TN,37217-2833,
168652,Tennessee Career College,443 Donelson Pike,Nashville,TN,37241,
191001,Tennessee Career Institute,1412 Trotwood Avenue Suite 1,Columbia,TN,38401,
143109,Tennessee College of Applied Technology - Athens,PO Box 848 1635 Vo-Tech Drive,Athens,TN,37303,
143233,Tennessee College of Applied Technology - Covington,PO Box 249 1600 Hwy 51 South,Covington,TN,38019,
143923,Tennessee College of Applied Technology - Crossville,PO Box 2959 910 N. Miller Avenue,Crossville,TN,38555,
143871,Tennessee College of Applied Technology - Crump,3070 Highway 64 West,Crump,TN,38327,
143260,Tennessee College of Applied Technology - Dickson,740 Hwy 46,Dickson,TN,37055,
143312,Tennessee College of Applied Technology - Elizabethton,PO Box 789 426 Highway 91,Elizabethton,TN,37643,
143376,Tennessee College of Applied Technology - Harriman,1745 Harriman Highway,Harriman,TN,37748,
143385,Tennessee College of Applied Technology - Hartsville,716 McMurry Blvd.,Hartsville,TN,37074,
143400,Tennessee College of Applied Technology - Hohenwald,813 West Main,Hohenwald,TN,38462-2201,
143419,Tennessee College of Applied Technology - Jacksboro,265 Elkins Road,Jacksboro,TN,37757,
143941,Tennessee College of Applied Technology - Jackson,2468 Technology Center Drive,Jackson,TN,38301,
143950,Tennessee College of Applied Technology - Knoxville,1100 Liberty St,Knoxville,TN,37919,
143534,Tennessee College of Applied Technology - Livingston,740 High Tech Dr,Livingston,TN,38570,
143570,Tennessee College of Applied Technology - McKenzie,16940 Highland Dr,McKenzie,TN,38201,
143932,Tennessee College of Applied Technology - McMinnville,241 Vo-Tech Drive,McMinnville,TN,37110,
143613,Tennessee College of Applied Technology - Memphis,550 Alabama Ave,Memphis,TN,38105-3604,
143710,Tennessee College of Applied Technology - Morristown,821 W Louise Ave,Morristown,TN,37813-2094,
143738,Tennessee College of Applied Technology - Murfreesboro,1303 Old Fort Parkway,Murfreesboro,TN,37129,
152600,Tennessee College of Applied Technology - Nashville,100 White Bridge Rd,Nashville,TN,37209,
143783,Tennessee College of Applied Technology - Newbern,340 Washington St,Newbern,TN,38059,
143914,Tennessee College of Applied Technology - Oneida/Huntsville,355 Scott High Drive,Huntsville,TN,37756,
143808,Tennessee College of Applied Technology - Paris,312 S Wilson Street,Paris,TN,38242,
143835,Tennessee College of Applied Technology - Pulaski,PO Box 614 1233 E. College Street,Pulaski,TN,38478,
143853,Tennessee College of Applied Technology - Ripley,127 Industrial Drive,Ripley,TN,38063,
143899,Tennessee College of Applied Technology - Shelbyville,1405 Madison Street,Shelbyville,TN,37160,
143969,Tennessee College of Applied Technology - Whiteville,1685 Highway 64,Whiteville,TN,38075-0489,
197823,Tennessee Internship Consortium,1432 E. Lee Highway,Loudon,TN,37774,
144069,Tennessee School of Beauty of Knoxville Inc,4704 Western Ave,Knoxville,TN,37921,
174695,Tennessee School of Massage,556 Colonial,Memphis,TN,38177,
144078,Tennessee State University,3500 John A. Merritt Blvd,Nashville,TN,37209-1561,
144087,Tennessee Technological University,1 William L. Jones Drive,Cookeville,TN,38505-0001,
144096,Tennessee Temple University,1815 Union Ave,Chattanooga,TN,37404,
232210,Tennessee Truck Driving School,4401 Singleton Road,Louisville,TN,37777,
232982,Tennessee Valley Health,3400 Lebanon Pike,Murfreesboro,TN,37129,
144014,Tennessee Wesleyan University,204 East College Street,Athens,TN,37303,
136969,Terra State Community College,2830 Napoleon Rd,Fremont,OH,43420-9670,
195207,Terry Children's Psychiatric Center,10 Central Avenue,New Castle,DE,19720,
152637,TESST College of Technology - Alexandria,6315 Bren Mar Dr,Alexandria,VA,22312,
128805,Teterboro School of Aeronautics,80 Moonachie Ave,Teterboro,NJ,07608-1083,
195881,Tewksbury Hospital,365 East Street,Tewksbury,MA,01876-1998,
146241,Texarkana College,2500 N Robison Rd,Texarkana,TX,75599,
144476,Texas A&M Health Science Center,"301 Tarrow, 7th Floor",College Station,TX,77840,
145354,Texas A&M International University,5201 University Blvd,Laredo,TX,78041-1900,
146278,Texas A&M University,Texas A&M University,College Station,TX,77843,
232052,Texas A&M University - Central Texas,1001 Leadership Place,Killeen,TX,76549,
144865,Texas A&M University - Commerce,2600 South Neal,Commerce,TX,75429-3011,
144704,Texas A&M University - Corpus Christi,6300 Ocean Dr.,Corpus Christi,TX,78412-5503,
146250,Texas A&M University - Kingsville,955 University Blvd,Kingsville,TX,78363,
144856,Texas A&M University - Texarkana,2600 N Robison Rd,Texarkana,TX,75505,
233666,Texas A&M University School of Law,1515 Commerce Street,Fort Worth,TX,76102-6509,
169442,Texas Barber College and Hairstyling School  - Houston,9275 Richmond Ave #180,Houston,TX,77063,
219912,Texas Beauty College,3534 Denton Highway,Haltom,TX,76117,
146366,Texas Chiropractic College,5912 Spencer Hwy,Pasadena,TX,77505,
146375,Texas Christian University,2800 S University Dr,Fort Worth,TX,76129,
146384,Texas College,2404 N. Grand Avenue,Tyler,TX,75702,
156684,Texas College of Cosmetology,117 Sayles Blvd.,Abilene,TX,79605,
163055,Texas College of Cosmetology,918 N Chadbourne,San Angelo,TX,76903,
169813,Texas County Technical College,6915 S Highway 63,Houston,MO,65483,
164863,Texas Health and Science University,"4005 Manchaca Road, Suite 200",Austin,TX,78704,
205805,Texas Health Resources,1301 Pennsylvania Ave,Fort Worth,TX,76104-2122,
189884,Texas Health School,"11211 Katy Freeway, Suite 170",Houston,TX,77079,
177481,Texas International Education Consortium,1103 West 24th St.,Austin,TX,78705-4603,
240408,Texas Juvenile Justice Department,116 Burleson Road,Mart,TX,76664,
146409,Texas Lutheran University,1000 W. Court St,Seguin,TX,78155-5999,
146436,Texas School of Business,711 East Airtex Drive,Houston,TX,77073,
146445,Texas Southern University,3100 Cleburne St,Houston,TX,77004,
146454,Texas Southmost College,80 Fort Brown,Brownsville,TX,78520,
236869,"Texas State Intensive English Program, Texas State University",601 University Drive,San Marcos,TX,78666,
146542,Texas State Technical College - Harlingen,1902 North Loop 499,Harlingen,TX,78550-3697,
146232,Texas State Technical College - Waco,3801 Campus Dr,Waco,TX,76705,
146551,Texas State Technical College - West Texas,300 Homer K. Taylor Drive,Sweetwater,TX,79556,
160302,Texas State Technical College Marshall,"2650 E End Blvd, South",Marshall,TX,75671,
146117,Texas State University,601 University Drive,San Marcos,TX,78666,
146472,Texas Tech University,2500 Broadway,Lubbock,TX,79409-5005,
146560,Texas Tech University Health Sciences Center,"3601 4th Street, Room 3B305A",Lubbock,TX,79430-8305,
146481,Texas Vocational Schools,1921 East Red River,Victoria,TX,77901,
146490,Texas Wesleyan University,1201 Wesleyan St,Fort Worth,TX,76105-1536,
193186,Texas WIC Program,1100 West 49th Street,Austin,TX,78756,
146506,Texas Woman's University,304 Administration Dr,Denton,TX,76201,
235264,Textures Institute of Cosmetology,8325 North Michigan Road,Indianapolis,IN,46268,
141486,Thaddeus Stevens College of Technology,750 E King St,Lancaster,PA,17602,
155043,Thanh Le College School of Cosmetology,12875 Chapman Avenue,Garden Grove,CA,92840,
218441,The Academy,6302 Sunrise Boulevard,Citrus Heights,CA,95610,
217642,The Academy for Salon Professionals,2238 El Camino Real,Santa Clara,CA,95050,
212984,"The Academy of Barbering Arts, Inc.",7888-1 Van Nuys Boulevard,Van Nuys,CA,91402,
227340,"The Academy of Cosmetology & Esthetics, NYC LLC",187 New Dorp Lane,Staten Island,NY,10306,
179681,The Academy of Hair Design #7,215 Highway 35 North,Carthage,MN,,
179690,The Academy of Hair Design #8,4031 Popps Ferry Road,D'Iberville,MS,,
203809,"The Academy of Hair Design, LLC",11920 North May Avenue,Oklahoma City,OK,73120,
189893,The Academy of Healing Arts,710 Tonopah,Las Vegas,NV,89106,
219055,The Aesthetic Science institute,1202 Troy Schenectady Road,Latham,NY,12110,
129349,The Ailey School,405 West 55th Street,New York,NY,10019-4402,
166762,The Alternative Conjunction Clinic & School of MT,716 State Street,Lemoyne,PA,17403-1536,
219471,The American Academy of Personal Training,42 Wooster Street,New York,NY,10013,
236683,The American College of Commerce and Technology,803 W. Broad Street #100,Falls Church,VA,22046,
147314,The Apprentice School - Newport News Shipbuilding,3101 Washington Avenue,Newport News,VA,23607,
110866,The Art Institute of Atlanta,"6600 Peachtree Dunwoody Rd., 100 Embassy Row",Atlanta,GA,30328-1635,
107406,The Art Institute of Colorado,1200 Lincoln Street,Denver,CO,80203,
109022,The Art Institute of Fort Lauderdale Inc,1799 SE 17th St,Fort Lauderdale,FL,33316-3000,
144397,The Art Institute of Houston,1900 Yorktown Street,Houston,TX,77056-4197,
153931,The Art Institute of New York City,218 West 40th Street,New York,NY,10018,
138813,The Art Institute of Philadelphia,1622 Chestnut Street,Philadelphia,PA,19103-5198,
164456,The Art Institute of Phoenix,2233 W Dunlap Ave,Phoenix,AZ,85021-2859,
138831,The Art Institute of Pittsburgh,1400 Penn Avenue,Pittsburgh,PA,15222,
137953,The Art Institute of Portland,1122 NW Davis St.,Portland,OR,97209-2911,
148405,The Art Institute of Seattle,2323 Elliott Ave,Seattle,WA,98121-1622,
138798,The Art Institute of York,1409 Williams Road,York,PA,17402-9012,
123730,The Art Institutes International Minnesota,15 S 9th St,Minneapolis,MN,55402,
213844,"The Artisan College of Cosmetology, LLC",1645 Tiffin Avenue,Findlay,OH,45840,
161217,The Artistic Academy of Hair Design,"301 Gibraltar Drive, Suite 1-A",Morris Plains,NJ,7950,
179414,The Aveda Institute of New Mexico,1816 Central Avenue Southwest,Albuquerque,NM,87104,
240976,"The Avenue Academy, A Cosmetology Institute",6600 Menaul Boulevard NE Suite M002,Albuquerque,MN,87110,
109040,The Baptist College of Florida,5400 College Dr,Graceville,FL,32440,
179362,The Barber School,1309 Jackson Avenue,Memphis,TN,38107,
218618,The Barber School - Midvale,16 West 7200 South,Midvale,UT,84047,
238157,The Beauty Institute Schwarzkopf Professional,1411 Railroad Avenue,Bellingham,WA,98225,
172413,"The Beauty Institute, Inc.",2215 North  Military Trail #1,West  Palm Beach,FL,33409,
233693,The Beauty School,"1058 Highland Circle, Suite #4",Mountain Home,AZ,72653,
120795,The Boston Conservatory,8 the Fenway,Boston,MA,2215,
236461,The Broad Center for the Management of School Systems,"2121 Avenue of the Stars, Suite 3000",Los Angeles,CA,90067,
186609,The Bryman School - Tempe,8945 S. Harl Avenue,Tempe,AZ,85284,
225937,"The Cactus Academy, Ltd.","630 Old Country Road, Suite 0503A",Garden City,NY,11530,
154873,The Cambridge School of Culinary Arts,2020 Massachusetts Avenue,Cambridge,MA,2140,
194666,The Center for Aging Resources,447 N. El Molino Avenue,Pasadena,CA,91101,
